Prey,Predator,Predator_type,Predator_stage_or_Length,Predator_stage,abundance_data,year_diet_data_from,month_diet_data_from,name of month NB,year_diet_data_to,month_diet_data_to,name of month NB,season of diet data NB,season of diet data with no NA NB,range of diet data years NB,N_samples,prey_size_mm_min,prey_size_mm_max,prey size range NB,prey size range.mm pasted NB,prey_size_mm_mean,prey_size_mm_sd,prey_size_mm_median,Comment,Measurement_Method,proportion_diet_fracN_mean,proportion_diet_fracW_mean,W_or_Vol,Energetic_contributionfrac,IRI,fracFO,fracFO_SD,Area,Larger_area,Method,Reference
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,7,Jul,1980,7,Jul,Jul,Jul,1980,,,,#NAME?,,,,,,,,80,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,8,Aug,1980,8,Aug,Aug,Aug,1980,,,,#NAME?,,,,,,,,60,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,9,Sep,1980,9,Sep,Sep,Sep,1980,,,,#NAME?,,,,,,,,15,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Northern anchovy,Heermann gull,sea birds,,,NO,1992,,#N/A,1992,,#N/A,#N/A,,1992,,,,#NAME?,,,,,,,94,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,Heermann gull,sea birds,,,NO,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,30,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,Heermann gull,sea birds,,,NO,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,8,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,Heermann gull,sea birds,,,NO,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,74,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,Heermann gull,sea birds,,,NO,2005,,#N/A,2005,,#N/A,#N/A,,2005,,,,#NAME?,,,,,,,99,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,Humboldt_jumbo_squid ,invertebrates,MantleLengthRange27cm-42cm,,NO,2005,,#N/A,2007,,#N/A,#N/A,,2005-2007,249,35,80.6,35-80.6,35-80.6,46.8,12.2,,,otolith length/standard length regressions ,7.1,3.8,,,,12.9,,GOC,GOC,stomach sampling,Markaidaetal2008
Northern anchovy,CABrown pelican,sea birds,,,YES,1992,,#N/A,1992,,#N/A,#N/A,,1992,,,,#NAME?,,,,,,,100,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,CABrown pelican,sea birds,,,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,43,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,CABrown pelican,sea birds,,,YES,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,8,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,CABrown pelican,sea birds,,,YES,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,63,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,CABrown pelican,sea birds,,,YES,2005,,#N/A,2005,,#N/A,#N/A,,2005,,,,#NAME?,,,,,,,99,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Northern anchovy,Pacific mackerel,bony fishes,,,YES,1993,8,Aug,1994,9,Sep,Aug-Sep,Aug-Sep,1993-1994,,6,50,6-50,6-50,,,,anchovy larvae,,,43,Vol,,,100,,GOC,GOC,stomach sampling,Molinaetal1996
Northern anchovy,CA Sea Lion,pinnipeds,,,YES,1995,6,Jun,1996,5,May,Jun-May,Jun-May,1995-1996,,,,#NAME?,,,,,,,8.2,,,,,5.05,,GOC,GOC,scat samples ,Garcia-RodriguezandAurioles-Gamboa2004
Northern anchovy,CA Sea Lion,pinnipeds,,,YES,1998,7,Jul,1998,7,Jul,Jul,Jul,1998,,,,#NAME?,,,,,,,3.3,,,,,,,GOC,GOC,scat samples ,Mellinkelal2005
Northern anchovy,CA Sea Lion,pinnipeds,,,YES,1999,3,Mar,1999,3,Mar,Mar,Mar,1999,,,,#NAME?,,,,,,,20.7,,,,,,,GOC,GOC,scat samples ,Mellinkelal2005
Pacific hake,CA Sea Lion,pinnipeds,,,YES,1995,6,Jun,1996,5,May,Jun-May,Jun-May,1995-1996,,,,#NAME?,,,,,,,1.04,,,,,2.94,,GOC,GOC,scat samples,Garcia-RodriguezandAurioles-Gamboa2004
Pacific mackerel,Smooth Hammershead shark ,cartilaginous fishes,juvenile-female,juvenile,NO,2001,1,Jan,2002,7,Jul,Jan-Jul,Jan-Jul,2001-2002,,,,#NAME?,,,,,,,4.63,12.11,,,,11.11,,GOC,GOC,stomach sampling,AguilarCastro2003
Pacific mackerel,Smooth Hammershead shark ,cartilaginous fishes,juvenile-male,juvenile,NO,2001,1,Jan,2002,7,Jul,Jan-Jul,Jan-Jul,2001-2002,,,,#NAME?,,,,,,,6.16,26.84,,,,11.11,,GOC,GOC,stomach sampling,AguilarCastro2003
Pacific mackerel,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,5,May,1980,5,May,May,May,1980,,,,#NAME?,,,,,,,,10.5,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific mackerel,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,6,Jun,1980,6,Jun,Jun,Jun,1980,,,,#NAME?,,,,,,,,14,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific mackerel,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,7,Jul,1980,7,Jul,Jul,Jul,1980,,,,#NAME?,,,,,,,,18,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific mackerel,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,8,Aug,1980,8,Aug,Aug,Aug,1980,,,,#NAME?,,,,,,,,20,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific mackerel,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,9,Sep,1980,9,Sep,Sep,Sep,1980,,,,#NAME?,,,,,,,,10,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific mackerel,Short-beaked common dolphin,cetaceans,,,YES,1975,,#N/A,1993,,#N/A,#N/A,,1975-1993,17,,,#NAME?,,,,,,,16.67,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
Pacific sardine,Short-beaked common dolphin,cetaceans,,,YES,1975,,#N/A,1993,,#N/A,#N/A,,1975-1993,17,,,#NAME?,,,,,,,20,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
CAMarket squid,Short-beaked common dolphin,cetaceans,,,YES,1975,,#N/A,1993,,#N/A,#N/A,,1975-1993,17,,,#NAME?,,,,,,,44.79,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
Pacific hake,Short-beaked common dolphin,cetaceans,,,YES,1975,,#N/A,1993,,#N/A,#N/A,,1975-1993,17,,,#NAME?,,,,,,,60.88,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
Northern anchovy,Short-beaked common dolphin,cetaceans,,,YES,1975,,#N/A,1993,,#N/A,#N/A,,1975-1993,17,,,#NAME?,,,,,,,25.15,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
Pacific mackerel,Long-beaked common dolphin,cetaceans,,,YES,1978,,#N/A,1994,,#N/A,#N/A,,1978-1994,35,,,#NAME?,,,,,,,5,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
Pacific sardine,Long-beaked common dolphin,cetaceans,,,YES,1978,,#N/A,1994,,#N/A,#N/A,,1978-1994,35,,,#NAME?,,,,,,,34.38,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
CAMarket squid,Long-beaked common dolphin,cetaceans,,,YES,1978,,#N/A,1994,,#N/A,#N/A,,1978-1994,35,,,#NAME?,,,,,,,49.94,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
Pacific hake,Long-beaked common dolphin,cetaceans,,,YES,1978,,#N/A,1994,,#N/A,#N/A,,1978-1994,35,,,#NAME?,,167.5,,,,,51.91,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
Northern anchovy,Long-beaked common dolphin,cetaceans,,,YES,1978,,#N/A,1994,,#N/A,#N/A,,1978-1994,35,,,#NAME?,,,,,,,21.01,,,,,,,CA,CA,stomach sampling-Straned,Osnes-Erie1999
CAMarket squid,Lincod,bony fishes,,,YES,2003,7,Jul,2005,10,Oct,Jul-Oct,Jul-Oct,2003-2005,,,,#NAME?,,,,,,,0.93,,,,,,,OR,OR,stomach sampling,Tinus2012
Northern anchovy,Lincod,bony fishes,,,YES,2003,7,Jul,2005,10,Oct,Jul-Oct,Jul-Oct,2003-2005,,,,#NAME?,,,,,,,0.62,,,,,,,OR,OR,stomach sampling,Tinus2012
Pacific hake,Lincod,bony fishes,,,YES,2003,7,Jul,2005,10,Oct,Jul-Oct,Jul-Oct,2003-2005,,,,#NAME?,,,,,,,2.47,,,,,,,OR,OR,stomach sampling,Tinus2012
Pacific sardine,Spiny dogfish,cartilaginous fishes,,,NO,2004,1,Jan,2005,1,Jan,Jan,Jan,2004-2005,,,,#NAME?,,,,,,,,6.21,,,,,,MonterreyBay,CA,stomach sampling,Bigman2013
Pacific hake,Spiny dogfish,cartilaginous fishes,,,NO,2004,1,Jan,2005,1,Jan,Jan,Jan,2004-2005,,,,#NAME?,,,,,,,,2.76,,,,,,MonterreyBay,CA,stomach sampling,Bigman2013
Northern anchovy,Spiny dogfish,cartilaginous fishes,,,NO,2004,1,Jan,2005,1,Jan,Jan,Jan,2004-2005,,,,#NAME?,,,,,,,,5.55,,,,,,MonterreyBay,CA,stomach sampling,Bigman2013
Pacific mackerel,Silky shark,cartilaginous fishes,,,NO,2000,7,Jul,2002,11,Nov,Jul-Nov,Jul-Nov,2000-2002,,,,#NAME?,,,,,,,,0.7,,,,,,PuntaLobos_BajaCal,MEX,stomach sampling,Cabrera-Chavez-Costaetal2010
Pacific mackerel,Silky shark,cartilaginous fishes,,,NO,2000,7,Jul,2002,11,Nov,Jul-Nov,Jul-Nov,2000-2002,,,,#NAME?,,,,,,,,17.7,,,,,,PuntaBelcher_BajaCal,MEX,stomach sampling,Cabrera-Chavez-Costaetal2010
Pacific mackerel,Sailfish,bony fishes,,,NO,1989,7,Jul,1991,11,Nov,Jul-Nov,Jul-Nov,1989-1991,,,,#NAME?,,,,,,,,14.2,,,,,,BajaCal_GOC,MEX,stomach sampling,Rosas-Alayolaetal2002.pdf
Pacific mackerel,Bluefin tuna,bony fishes,,,NO,1968,,#N/A,1969,,#N/A,#N/A,,1968-1969,,,,#NAME?,,,,,,,,0.01,,,,,,CA_BajaCal,CA_MEX,stomach sampling,Pinkasetal1971
Northern anchovy,Bluefin tuna,bony fishes,,,NO,1968,,#N/A,1969,,#N/A,#N/A,,1968-1969,,,,#NAME?,,,,,,,,79.99,,,,,,CA_BajaCal,CA_MEX,stomach sampling,Pinkasetal1971
CAMarket squid,Bluefin tuna,bony fishes,,,NO,1968,,#N/A,1969,,#N/A,#N/A,,1968-1969,,,,#NAME?,,,,,,,,1.58,,,,,,CA_BajaCal,CA_MEX,stomach sampling,Pinkasetal1971
Northern anchovy,California halibut,bony fishes,,,NO,1981,3,Mar,1982,3,Mar,Mar,Mar,1981-1982,16,,,#NAME?,,,,,,,,81.6,,,,,,CA,CA,stomach sample,Plummeretal1983
Atlantic herring,Striped bass,bony fishes,,,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,5.8,,,,,,North Shore,Gulf of Maine,stomach sampling,Nelsonetal2003
Atlantic herring,Striped bass,bony fishes,,,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,0.1,,,,,,Cape Cod Bay,Gulf of Maine,stomach sampling,Nelsonetal2003
Atlantic menhaden,Striped bass,bony fishes,StandardLengthRange370-985mm,juvenile+adult,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,20,145,20-145,20-145,62,,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Nelsonetal2003
Atlantic menhaden,Striped bass,bony fishes,StandardLengthRange370-985mm,juvenile+adult,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,22.6,,,,,,North Shore,Gulf of Maine,stomach sampling,Nelsonetal2003
Atlantic menhaden,Striped bass,bony fishes,StandardLengthRange370-985mm,juvenile+adult,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,17.2,,,,,,Cape Cod Bay,Gulf of Maine,stomach sampling,Nelsonetal2003
Atlantic menhaden,Striped bass,bony fishes,StandardLengthRange370-985mm,juvenile+adult,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,5.5,,,,,,Nantucket Sound,Gulf of Maine,stomach sampling,Nelsonetal2003
Atlantic mackerel,Striped bass,bony fishes,,,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,1.6,,,,,,North Shore,Gulf of Maine,stomach sampling,Nelsonetal2003
Atlantic mackerel,Striped bass,bony fishes,,,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,0.4,,,,,,Cape Cod Bay,Gulf of Maine,stomach sampling,Nelsonetal2003
Shortfin squid,Striped bass,bony fishes,,,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,0.9,,,,,,North Shore,Gulf of Maine,stomach sampling,Nelsonetal2003
Shortfin squid,Striped bass,bony fishes,,,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,0.1,,,,,,Cape Cod Bay,Gulf of Maine,stomach sampling,Nelsonetal2003
Shortfin squid,Striped bass,bony fishes,,,YES,1997,6,Jun,2000,9,Sep,Jun-Sep,Jun-Sep,1997-2000,,,,#NAME?,,,,,,,,0.1,,,,,,Nantucket Sound,Gulf of Maine,stomach sampling,Nelsonetal2003
Longfin squid,Bluefish,bony fishes,YOY ,juvenile,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,19.4,74.2,19.4-74.2,19.4-74.2,36,,,,,,,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY ,juvenile,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,36,,,,,,,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Spring-spawned,juvenile,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,14.8,,,,,,Southern New England,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Spring-spawned,juvenile,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,1.1,,,,,,Chesapeake-Delaware,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Spring-spawned,juvenile,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,3.2,,,,,,Southern New England,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Spring-spawned,juvenile,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,7.9,,,,,,Chesapeake-Delaware,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Spring-spawned,juvenile,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,4.2,,,,,,South of Chesapeake,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Summer-spawning,juvenile,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,0.1,,,,,,Southern New England,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Summer-spawning,juvenile,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,1.4,,,,,,Chesapeake-Delaware,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,YOY Summer-spawning,juvenile,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,1.7,,,,,,Southern New England,Chesapeake bay,stomach sampling,Buckeletal1999b
Atlantic herring,Bluefish,bony fishes,adult,adult,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,11.3,,,,,,Georges Bank,Chesapeake bay,stomach sampling,Buckeletal1999b
Atlantic herring,Bluefish,bony fishes,adult,adult,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,17.6,,,,,,Georges Bank,Chesapeake bay,stomach sampling,Buckeletal1999b
Atlantic herring,Bluefish,bony fishes,adult,adult,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,0.1,,,,,,Hatteras-Montauk,Chesapeake bay,stomach sampling,Buckeletal1999b
Atlantic mackerel,Bluefish,bony fishes,adult,adult,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,0.9,,,,,,Hatteras-Montauk,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,adult,adult,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,22.5,104.2,22.5-104.2,22.5-104.2,58.5,21.9,,,,,,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,adult,adult,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,50,76.8,50-76.8,50-76.8,59,,,,,,,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,adult,adult,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,23.7,,,,,,Georges Bank,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,adult,adult,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,5.2,,,,,,Hatteras-Montauk,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,adult,adult,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,18.1,,,,,,Georges Bank,Chesapeake bay,stomach sampling,Buckeletal1999b
Longfin squid,Bluefish,bony fishes,adult,adult,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,10.9,,,,,,Hatteras-Montauk,Chesapeake bay,stomach sampling,Buckeletal1999b
Shortfin squid,Bigeye thresher shark,cartilaginous fishes,,,NO,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,11.9,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Common thresher shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,2.2,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Shortfin mako shark,cartilaginous fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,1.2,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Porbeagle shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,69.5,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Porbeagle shark,cartilaginous fishes,,,YES,1999,2,Feb,2001,1,Jan,Feb-Jan,Feb-Jan,1999-2001,,,,#NAME?,,,,,,,,5.41,,,,,,FromGeorges Bank_To_Grand Banks of Newfoundland,North Atlantic Bight,stomach sampling,Joyceetal2002 
Atlantic mackerel,Porbeagle shark,cartilaginous fishes,,,YES,1999,2,Feb,2001,1,Jan,Feb-Jan,Feb-Jan,1999-2001,,,,#NAME?,,,,,,,,3.11,,,,,,FromGeorges Bank_To_Grand Banks of Newfoundland,North Atlantic Bight,stomach sampling,Joyceetal2002 
Atlantic herring,Porbeagle shark,cartilaginous fishes,,,YES,1999,2,Feb,2001,1,Jan,Feb-Jan,Feb-Jan,1999-2001,,,,#NAME?,,,,,,,,6.2,,,,,,FromGeorges Bank_To_Grand Banks of Newfoundland,North Atlantic Bight,stomach sampling,Joyceetal2002 
Longfin squid,Shortfin mako shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,22.9,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Longfin squid,Shortfin mako shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,0.1,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic mackerel,Bigeye thresher shark,cartilaginous fishes,,,NO,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,1.5,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic mackerel,Shortfin mako shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,0.6,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Silky shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,29.2,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Night shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,38.8,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Blue shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,3.7,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic menhaden,Silky shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,16.9,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic herring,Blue shark,cartilaginous fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,0.4,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic herring,Smooth hammerhead,cartilaginous fishes,,,NO,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,17.1,Vol,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic menhaden,Striped bass,bony fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,68.8,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Swordfish,bony fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,25.5,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic menhaden,Swordfish,bony fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,0.5,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic herring,Swordfish,bony fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,0.2,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic mackerel,Swordfish,bony fishes,,,YES,1963,,#N/A,1984,,#N/A,#N/A,,1963-1984,,,,#NAME?,,,,,,,,5.4,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Longfin squid,Dusky shark,cartilaginous fishes,StandardLengthRange91-100cm,juvenile,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,24.7,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Longfin squid,Smooth dogfish,cartilaginous fishes,StandardLengthRange71-110cm,juvenile,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,3.5,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic herring,Spiny dogfish,cartilaginous fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,1.9,,,,,,Southern New England,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic herring,Spiny dogfish,cartilaginous fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,6,,,,,,Inshore of North Cape Hatteras,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic menhaden,Spiny dogfish,cartilaginous fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,0.1,,,,,,,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic mackerel,Spiny dogfish,cartilaginous fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,25.8,,,,,,Scotian shelf,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic herring,Thorny skate,cartilaginous fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,13,,,,,,Gulf of Maine,North Atlantic Bight,stomach sampling,Bowmanetal2000
Atlantic herring,Thorny skate,cartilaginous fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,57.8,,,,,,Inshore of North Cape Hatteras,North Atlantic Bight,stomach sampling,Bowmanetal2000
Shortfin squid,Atlantic cod,bony fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,29.2,,,,,,Gulf of Maine,North Atlantic Bight,stomach sampling,Bowmanetal2000
Longfin squid,Atlantic cod,bony fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,6.9,,,,,,Gulf of Maine,North Atlantic Bight,stomach sampling,Bowmanetal2000
Longfin squid,Silver hake,bony fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,2.4,,,,,,Southern New England,North Atlantic Bight,stomach sampling,Bowmanetal2000
Longfin squid,Silver hake,bony fishes,,,YES,1977,,#N/A,1980,,#N/A,#N/A,,1977-1980,,,,#NAME?,,,,,,,,3.3,,,,,,Scotian shelf,North Atlantic Bight,stomach sampling,Bowmanetal2000
